Index,Title,Date,URL
325,<공지>(공문) 2024년 봄학술대회 참가 안내,2024-04-22,https://www.kosqua.net/index.php?page=view&idx=3803&hCode=BOARD&bo_idx=1
324,<안내> 4/17(수)~18(목) 사무국 부재 안내,2024-04-17,https://www.kosqua.net/index.php?page=view&idx=3801&hCode=BOARD&bo_idx=1
323,<공지> 상반기 환자안전전담자 보수교육 참석자 안내사...,2024-04-15,https://www.kosqua.net/index.php?page=view&idx=3800&hCode=BOARD&bo_idx=1
322,<공지> 2024년 봄 연수교육 참석자 안내사항,2024-04-15,https://www.kosqua.net/index.php?page=view&idx=3799&hCode=BOARD&bo_idx=1
321,<공지> 2024년 봄 연수교육 참가 안내(교육 변경),2024-03-11,https://www.kosqua.net/index.php?page=view&idx=3792&hCode=BOARD&bo_idx=1
320,<공지> 2024년 상반기 환자안전 전담자 보수교육 참가안...,2024-03-04,https://www.kosqua.net/index.php?page=view&idx=3787&hCode=BOARD&bo_idx=1
319,<공지> 2024년도 교육 및 학술대회 일정안내(업데이트 06.2...,2024-01-31,https://www.kosqua.net/index.php?page=view&idx=3777&hCode=BOARD&bo_idx=1
318,<안내> 동절기 사무국 운영안내,2023-12-18,https://www.kosqua.net/index.php?page=view&idx=3762&hCode=BOARD&bo_idx=1
317,<안내> 2023 가을학술대회 앱(App) 설치 안내,2023-12-04,https://www.kosqua.net/index.php?page=view&idx=3746&hCode=BOARD&bo_idx=1
316,<안내> 2023 가을학술대회 단체버스 이용 안내,2023-11-27,https://www.kosqua.net/index.php?page=view&idx=3743&hCode=BOARD&bo_idx=1
315,<공지> 2023 박하페스티벌 우수병원 수상 안내,2023-11-16,https://www.kosqua.net/index.php?page=view&idx=3741&hCode=BOARD&bo_idx=1
314,<공지> 2023 가을학술대회 구연방 좌장 지원 안내,2023-11-08,https://www.kosqua.net/index.php?page=view&idx=3737&hCode=BOARD&bo_idx=1
313,<공지>(공문) 2023 가을학술대회 참가 안내(프로그램 업데...,2023-10-23,https://www.kosqua.net/index.php?page=view&idx=3727&hCode=BOARD&bo_idx=1
312,<공지> 2023 가을학술대회 e-포스터 규격 관련 안내,2023-10-23,https://www.kosqua.net/index.php?page=view&idx=3726&hCode=BOARD&bo_idx=1
311,<공지> 2023 가을학술대회 포스터 관련 FAQ,2023-10-10,https://www.kosqua.net/index.php?page=view&idx=3717&hCode=BOARD&bo_idx=1
310,<공지> 2023 가을학술대회 초록 심사결과 발표(업데이트 1...,2023-10-06,https://www.kosqua.net/index.php?page=view&idx=3716&hCode=BOARD&bo_idx=1
309,<공지> 2023년 학술논문상 수상자 발표,2023-10-04,https://www.kosqua.net/index.php?page=view&idx=3713&hCode=BOARD&bo_idx=1
308,<공지> 하반기 환자안전전담자 보수교육 참석자 안내사...,2023-09-15,https://www.kosqua.net/index.php?page=view&idx=3705&hCode=BOARD&bo_idx=1
307,<공지> 가을연수교육 [A2.통계&SPSS] 수강생 대상 안내,2023-09-15,https://www.kosqua.net/index.php?page=view&idx=3704&hCode=BOARD&bo_idx=1
306,<공지> 2023년 가을연수교육 참석자 안내사항,2023-09-15,https://www.kosqua.net/index.php?page=view&idx=3703&hCode=BOARD&bo_idx=1
305,<안내> 39th ISQua International Conference 전시담당자 연락처 안...,2023-08-24,https://www.kosqua.net/index.php?page=view&idx=3686&hCode=BOARD&bo_idx=1
304,<공지>(공문) 2023 가을학술대회 초록등록 안내,2023-08-23,https://www.kosqua.net/index.php?page=view&idx=3682&hCode=BOARD&bo_idx=1
303,<공지> 39th ISQua 등록안내 메일 발송,2023-08-22,https://www.kosqua.net/index.php?page=view&idx=3679&hCode=BOARD&bo_idx=1
302,<안내> 39th ISQua International Conference  안내,2023-08-18,https://www.kosqua.net/index.php?page=view&idx=3675&hCode=BOARD&bo_idx=1
301,<공지> 박하페스티벌 개막식 및 행사 후 보고 안내,2023-08-08,https://www.kosqua.net/index.php?page=view&idx=3668&hCode=BOARD&bo_idx=1
300,<보도자료> All eyes will be on benchmarking Korean healthcare standard...,2023-08-07,https://www.kosqua.net/index.php?page=view&idx=3666&hCode=BOARD&bo_idx=1
299,<공지> 2023년 가을연수교육 참가 안내(사이트 공지),2023-08-02,https://www.kosqua.net/index.php?page=view&idx=3660&hCode=BOARD&bo_idx=1
298,<공지> 2023년 하반기 환자안전 전담자 보수교육 참가안...,2023-08-02,https://www.kosqua.net/index.php?page=view&idx=3659&hCode=BOARD&bo_idx=1
297,<안내> 카카오채널 오픈 안내,2023-07-26,https://www.kosqua.net/index.php?page=view&idx=3654&hCode=BOARD&bo_idx=1
296,<안내> 2023년 학술논문상 공모,2023-07-03,https://www.kosqua.net/index.php?page=view&idx=3645&hCode=BOARD&bo_idx=1
295,<공지>박하페스티벌 참여기관 공지 및 ISQua 등록 안내,2023-06-30,https://www.kosqua.net/index.php?page=view&idx=3643&hCode=BOARD&bo_idx=1
294,<공지> 박하페스티벌 안내 및 신청(공문)   *행사 상세기...,2023-06-16,https://www.kosqua.net/index.php?page=view&idx=3624&hCode=BOARD&bo_idx=1
293,<안내> 카카오채널 사용 불가,2023-06-16,https://www.kosqua.net/index.php?page=view&idx=3623&hCode=BOARD&bo_idx=1
292,<안내> 2023년 봄학술대회 참석자 안내사항,2023-06-14,https://www.kosqua.net/index.php?page=view&idx=3620&hCode=BOARD&bo_idx=1
291,<안내> 봄학술대회 무료등록이벤트 등록자 안내(명단 첨...,2023-06-01,https://www.kosqua.net/index.php?page=view&idx=3613&hCode=BOARD&bo_idx=1
290,<안내> (국립재활원) 자문위원 모집 안내(마감),2023-05-30,https://www.kosqua.net/index.php?page=view&idx=3611&hCode=BOARD&bo_idx=1
289,<안내> 봄학술대회 시뮬레이션 컨테스트 참가 안내(마감...,2023-05-30,https://www.kosqua.net/index.php?page=view&idx=3610&hCode=BOARD&bo_idx=1
288,<안내> 박하페스티벌 QI 전담대회 안내(줌링크 안내),2023-05-25,https://www.kosqua.net/index.php?page=view&idx=3607&hCode=BOARD&bo_idx=1
287,<안내> 봄학술대회 사전등록 프로모션(3+1) 이벤트 안내,2023-05-24,https://www.kosqua.net/index.php?page=view&idx=3606&hCode=BOARD&bo_idx=1
286,<안내> 봄학술대회 사전등록 기간 연장 안내(~5/26일 오후...,2023-05-24,https://www.kosqua.net/index.php?page=view&idx=3605&hCode=BOARD&bo_idx=1
285,<공지>(공문) 2023 봄학술대회 참가 안내(프로그램 업데이...,2023-05-08,https://www.kosqua.net/index.php?page=view&idx=3601&hCode=BOARD&bo_idx=1
284,<공지> 2023 상반기 환자안전 전담자 보수교육 참석자 안...,2023-03-31,https://www.kosqua.net/index.php?page=view&idx=3569&hCode=BOARD&bo_idx=1
283,<공지> 2023년 봄연수교육 [B2.엑셀 교육] 수강자 대상 안...,2023-03-31,https://www.kosqua.net/index.php?page=view&idx=3568&hCode=BOARD&bo_idx=1
282,<공지> 2023년 봄 연수교육 참석자 안내사항,2023-03-31,https://www.kosqua.net/index.php?page=view&idx=3567&hCode=BOARD&bo_idx=1
281,<공지> 환자안전전담자 보수교육 대기신청 안내(마감),2023-03-06,https://www.kosqua.net/index.php?page=view&idx=3554&hCode=BOARD&bo_idx=1
280,<공지> 2023년 봄연수교육 참가 안내(사이트 공지),2023-02-22,https://www.kosqua.net/index.php?page=view&idx=3550&hCode=BOARD&bo_idx=1
279,<공지> 2023년 상반기 환자안전 전담자 보수교육 참가안...,2023-02-22,https://www.kosqua.net/index.php?page=view&idx=3549&hCode=BOARD&bo_idx=1
278,<안내> 1/31(화)~2/1(수) 사무국 부재 안내,2023-01-31,https://www.kosqua.net/index.php?page=view&idx=3546&hCode=BOARD&bo_idx=1
277,<공지> 한국의료질향상학회지 원고 종류(How We Do It) 신설...,2023-01-25,https://www.kosqua.net/index.php?page=view&idx=3545&hCode=BOARD&bo_idx=1
276,<안내> 2023 일정 안내(수정:2023.08.01),2023-01-04,https://www.kosqua.net/index.php?page=view&idx=3541&hCode=BOARD&bo_idx=1
275,<안내> 동절기(1월) 사무국 운영시간 안내,2023-01-02,https://www.kosqua.net/index.php?page=view&idx=3540&hCode=BOARD&bo_idx=1
274,<안내> (공문) 2023년도 정회원 가입 안내,2023-01-01,https://www.kosqua.net/index.php?page=view&idx=3539&hCode=BOARD&bo_idx=1
